date,commodity_code,country_code,region,commodity,historical_demand_units,forecast_demand_units,actual_demand_units,demand_units,demand_variance_percent,seasonal_index,trend_component,cyclical_component,irregular_component,demand_type,customer_segment_breakdown,is_anomaly
2022-02,REE,TR,Middle East,Rare Earth,149558,148952,155768,155768,4.152,0.96,4.145,0.7985,0.0415,seasonal,"{""enterprise"": 65423, ""mid_market"": 51403, ""small_business"": 28038, ""startup"": 10904}",false
2022-02,SEM,TR,Middle East,Semiconductors,122367,123041,130550,130550,6.687,0.96,2.955,0.7985,0.0669,seasonal,"{""enterprise"": 54831, ""mid_market"": 43082, ""small_business"": 23499, ""startup"": 9139}",false
2022-02,RBR,TR,Middle East,Rubber,91535,88675,89765,89765,-1.933,0.96,1.765,0.7985,-0.0193,seasonal,"{""enterprise"": 37702, ""mid_market"": 29623, ""small_business"": 16158, ""startup"": 6284}",false
2022-02,TIM,TR,Middle East,Timber,80981,79432,91336,91336,12.787,0.96,2.0625,0.7985,0.1279,seasonal,"{""enterprise"": 38361, ""mid_market"": 30141, ""small_business"": 16441, ""startup"": 6394}",false
2022-02,CEM,TR,Middle East,Cement,28002,28239,28547,28547,1.948,0.96,1.7055,0.7985,0.0195,seasonal,"{""enterprise"": 11990, ""mid_market"": 9421, ""small_business"": 5139, ""startup"": 1998}",false
2022-02,GLS,TR,Middle East,Glass,50330,49203,53968,53968,7.227,0.96,1.8245,0.7985,0.0723,seasonal,"{""enterprise"": 22667, ""mid_market"": 17809, ""small_business"": 9714, ""startup"": 3778}",false
2022-02,PAP,TR,Middle East,Paper,70867,72623,71141,71141,0.386,0.96,1.527,0.7985,0.0039,seasonal,"{""enterprise"": 29880, ""mid_market"": 23477, ""small_business"": 12806, ""startup"": 4980}",false
2022-02,STL,ZA,Africa,Steel,60974,62587,57735,57735,-5.313,0.96,1.765,0.7985,-0.0531,seasonal,"{""enterprise"": 24249, ""mid_market"": 19053, ""small_business"": 10392, ""startup"": 4041}",false
2022-02,COP,ZA,Africa,Copper,59355,59512,54083,54083,-8.883,0.96,2.0625,0.7985,-0.0888,seasonal,"{""enterprise"": 22715, ""mid_market"": 17847, ""small_business"": 9735, ""startup"": 3786}",false
2022-02,PLA,ZA,Africa,Plastic,49835,48640,43769,43769,-12.173,0.96,1.6162,0.7985,-0.1217,seasonal,"{""enterprise"": 18383, ""mid_market"": 14444, ""small_business"": 7878, ""startup"": 3064}",false
2022-02,CTN,ZA,Africa,Cotton,68890,67001,58039,58039,-15.752,0.96,1.4675,0.7985,-0.1575,seasonal,"{""enterprise"": 24377, ""mid_market"": 19153, ""small_business"": 10447, ""startup"": 4063}",false
2022-02,SLC,ZA,Africa,Silicon,68474,70483,61496,61496,-10.192,0.96,2.36,0.7985,-0.1019,seasonal,"{""enterprise"": 25828, ""mid_market"": 20294, ""small_business"": 11069, ""startup"": 4305}",false
2022-02,ALM,ZA,Africa,Aluminum,79586,82333,83230,83230,4.578,0.96,1.9137,0.7985,0.0458,seasonal,"{""enterprise"": 34957, ""mid_market"": 27466, ""small_business"": 14982, ""startup"": 5826}",false
2022-02,LIT,ZA,Africa,Lithium,108075,111107,107306,107306,-0.711,0.96,5.6325,0.7985,-0.0071,seasonal,"{""enterprise"": 45069, ""mid_market"": 35411, ""small_business"": 19315, ""startup"": 7511}",false
2022-02,NIC,ZA,Africa,Nickel,166611,164543,167201,167201,0.354,0.96,3.55,0.7985,0.0035,seasonal,"{""enterprise"": 70225, ""mid_market"": 55176, ""small_business"": 30096, ""startup"": 11704}",false
2022-02,REE,ZA,Africa,Rare Earth,141791,143346,119656,119656,-15.611,0.96,4.145,0.7985,-0.1561,seasonal,"{""enterprise"": 50256, ""mid_market"": 39487, ""small_business"": 21538, ""startup"": 8376}",false
2022-02,SEM,ZA,Africa,Semiconductors,116012,115961,116366,116366,0.305,0.96,2.955,0.7985,0.0031,seasonal,"{""enterprise"": 48874, ""mid_market"": 38401, ""small_business"": 20946, ""startup"": 8146}",false
2022-02,RBR,ZA,Africa,Rubber,86781,82308,90496,90496,4.281,0.96,1.765,0.7985,0.0428,seasonal,"{""enterprise"": 38009, ""mid_market"": 29864, ""small_business"": 16289, ""startup"": 6335}",false
2022-02,TIM,ZA,Africa,Timber,76775,79199,67698,67698,-11.823,0.96,2.0625,0.7985,-0.1182,seasonal,"{""enterprise"": 28433, ""mid_market"": 22340, ""small_business"": 12186, ""startup"": 4739}",false
2022-02,CEM,ZA,Africa,Cement,26548,25960,25224,25224,-4.986,0.96,1.7055,0.7985,-0.0499,seasonal,"{""enterprise"": 10594, ""mid_market"": 8324, ""small_business"": 4540, ""startup"": 1766}",false
2022-02,GLS,ZA,Africa,Glass,47716,48715,53067,53067,11.214,0.96,1.8245,0.7985,0.1121,seasonal,"{""enterprise"": 22288, ""mid_market"": 17512, ""small_business"": 9552, ""startup"": 3715}",false
2022-02,PAP,ZA,Africa,Paper,67187,67756,73720,73720,9.724,0.96,1.527,0.7985,0.0972,seasonal,"{""enterprise"": 30962, ""mid_market"": 24328, ""small_business"": 13270, ""startup"": 5160}",false
2022-02,STL,AU,Oceania,Steel,85863,86190,91850,91850,6.973,0.96,1.765,0.7985,0.0697,seasonal,"{""enterprise"": 38577, ""mid_market"": 30311, ""small_business"": 16533, ""startup"": 6430}",false
2022-02,COP,AU,Oceania,Copper,83583,81835,72862,72862,-12.826,0.96,2.0625,0.7985,-0.1283,seasonal,"{""enterprise"": 30602, ""mid_market"": 24045, ""small_business"": 13115, ""startup"": 5100}",false
2022-02,PLA,AU,Oceania,Plastic,70177,73073,67782,67782,-3.412,0.96,1.6162,0.7985,-0.0341,seasonal,"{""enterprise"": 28469, ""mid_market"": 22368, ""small_business"": 12201, ""startup"": 4745}",false
2022-02,CTN,AU,Oceania,Cotton,97010,96687,102794,102794,5.962,0.96,1.4675,0.7985,0.0596,seasonal,"{""enterprise"": 43174, ""mid_market"": 33922, ""small_business"": 18503, ""startup"": 7196}",false
2022-02,SLC,AU,Oceania,Silicon,96424,100329,93836,93836,-2.683,0.96,2.36,0.7985,-0.0268,seasonal,"{""enterprise"": 39412, ""mid_market"": 30966, ""small_business"": 16891, ""startup"": 6569}",false
2022-02,ALM,AU,Oceania,Aluminum,112071,110950,115422,115422,2.99,0.96,1.9137,0.7985,0.0299,seasonal,"{""enterprise"": 48478, ""mid_market"": 38090, ""small_business"": 20776, ""startup"": 8080}",false
2022-02,LIT,AU,Oceania,Lithium,152188,155536,153391,153391,0.79,0.96,5.6325,0.7985,0.0079,seasonal,"{""enterprise"": 64425, ""mid_market"": 50619, ""small_business"": 27611, ""startup"": 10737}",false
2022-02,NIC,AU,Oceania,Nickel,234617,237277,205959,205959,-12.215,0.96,3.55,0.7985,-0.1221,seasonal,"{""enterprise"": 86503, ""mid_market"": 67967, ""small_business"": 37073, ""startup"": 14417}",false
2022-02,REE,AU,Oceania,Rare Earth,199666,195854,188513,188513,-5.586,0.96,4.145,0.7985,-0.0559,seasonal,"{""enterprise"": 79176, ""mid_market"": 62209, ""small_business"": 33932, ""startup"": 13196}",false
2022-02,SEM,AU,Oceania,Semiconductors,163365,163545,180837,180837,10.695,0.96,2.955,0.7985,0.107,seasonal,"{""enterprise"": 75952, ""mid_market"": 59676, ""small_business"": 32551, ""startup"": 12659}",false
2022-02,RBR,AU,Oceania,Rubber,122203,122141,114525,114525,-6.282,0.96,1.765,0.7985,-0.0628,seasonal,"{""enterprise"": 48101, ""mid_market"": 37794, ""small_business"": 20615, ""startup"": 8017}",false
2022-02,TIM,AU,Oceania,Timber,108112,112660,108533,108533,0.389,0.96,2.0625,0.7985,0.0039,seasonal,"{""enterprise"": 45584, ""mid_market"": 35816, ""small_business"": 19536, ""startup"": 7597}",false
2022-02,CEM,AU,Oceania,Cement,37384,38948,39672,39672,6.121,0.96,1.7055,0.7985,0.0612,seasonal,"{""enterprise"": 16662, ""mid_market"": 13092, ""small_business"": 7141, ""startup"": 2777}",false
2022-02,GLS,AU,Oceania,Glass,67193,68049,77674,77674,15.599,0.96,1.8245,0.7985,0.156,seasonal,"{""enterprise"": 32623, ""mid_market"": 25633, ""small_business"": 13981, ""startup"": 5437}",false
2022-02,PAP,AU,Oceania,Paper,94611,94267,100474,100474,6.197,0.96,1.527,0.7985,0.062,seasonal,"{""enterprise"": 42199, ""mid_market"": 33157, ""small_business"": 18085, ""startup"": 7033}",false
2022-02,STL,CA,North America,Steel,84932,86989,67011,67011,-21.1,0.96,1.765,0.7985,-0.211,seasonal,"{""enterprise"": 28145, ""mid_market"": 22114, ""small_business"": 12062, ""startup"": 4691}",false
2022-02,COP,CA,North America,Copper,82676,79226,83182,83182,0.612,0.96,2.0625,0.7985,0.0061,seasonal,"{""enterprise"": 34937, ""mid_market"": 27450, ""small_business"": 14973, ""startup"": 5823}",false
2022-02,PLA,CA,North America,Plastic,69416,68637,78175,78175,12.618,0.96,1.6162,0.7985,0.1262,seasonal,"{""enterprise"": 32834, ""mid_market"": 25798, ""small_business"": 14072, ""startup"": 5472}",false
2022-02,CTN,CA,North America,Cotton,95958,99686,92131,92131,-3.988,0.96,1.4675,0.7985,-0.0399,seasonal,"{""enterprise"": 38695, ""mid_market"": 30403, ""small_business"": 16584, ""startup"": 6449}",false
2022-02,SLC,CA,North America,Silicon,95379,96726,80599,80599,-15.495,0.96,2.36,0.7985,-0.155,seasonal,"{""enterprise"": 33852, ""mid_market"": 26598, ""small_business"": 14508, ""startup"": 5642}",false
2022-02,ALM,CA,North America,Aluminum,110856,112795,112928,112928,1.869,0.96,1.9137,0.7985,0.0187,seasonal,"{""enterprise"": 47430, ""mid_market"": 37266, ""small_business"": 20327, ""startup"": 7905}",false
2022-02,LIT,CA,North America,Lithium,150538,152231,159946,159946,6.249,0.96,5.6325,0.7985,0.0625,seasonal,"{""enterprise"": 67178, ""mid_market"": 52782, ""small_business"": 28790, ""startup"": 11196}",false
2022-02,NIC,CA,North America,Nickel,232073,227500,282892,282892,21.898,0.96,3.55,0.7985,0.219,seasonal,"{""enterprise"": 118815, ""mid_market"": 93355, ""small_business"": 50921, ""startup"": 19802}",false
2022-02,REE,CA,North America,Rare Earth,197501,191260,182921,182921,-7.382,0.96,4.145,0.7985,-0.0738,seasonal,"{""enterprise"": 76827, ""mid_market"": 60364, ""small_business"": 32926, ""startup"": 12805}",false
2022-02,SEM,CA,North America,Semiconductors,161594,157757,156870,156870,-2.923,0.96,2.955,0.7985,-0.0292,seasonal,"{""enterprise"": 65886, ""mid_market"": 51767, ""small_business"": 28237, ""startup"": 10981}",false
2022-02,RBR,CA,North America,Rubber,120878,112625,121952,121952,0.888,0.96,1.765,0.7985,0.0089,seasonal,"{""enterprise"": 51220, ""mid_market"": 40244, ""small_business"": 21951, ""startup"": 8537}",false
2022-02,TIM,CA,North America,Timber,106940,110408,115996,115996,8.468,0.96,2.0625,0.7985,0.0847,seasonal,"{""enterprise"": 48719, ""mid_market"": 38279, ""small_business"": 20879, ""startup"": 8120}",false
2022-02,CEM,CA,North America,Cement,36979,36315,34399,34399,-6.975,0.96,1.7055,0.7985,-0.0698,seasonal,"{""enterprise"": 14448, ""mid_market"": 11352, ""small_business"": 6192, ""startup"": 2408}",false
2022-02,GLS,CA,North America,Glass,66464,67681,60692,60692,-8.685,0.96,1.8245,0.7985,-0.0868,seasonal,"{""enterprise"": 25491, ""mid_market"": 20028, ""small_business"": 10925, ""startup"": 4248}",false
2022-02,PAP,CA,North America,Paper,93585,92971,104088,104088,11.223,0.96,1.527,0.7985,0.1122,seasonal,"{""enterprise"": 43717, ""mid_market"": 34349, ""small_business"": 18736, ""startup"": 7286}",false
2022-03,STL,IN,Asia,Steel,63753,66087,62517,62517,-1.938,1,1.774,0.7344,-0.0194,baseline,"{""enterprise"": 26257, ""mid_market"": 20631, ""small_business"": 11253, ""startup"": 4376}",false
2022-03,COP,IN,Asia,Copper,62119,61529,59373,59373,-4.421,1,2.075,0.7344,-0.0442,baseline,"{""enterprise"": 24937, ""mid_market"": 19593, ""small_business"": 10687, ""startup"": 4156}",false
2022-03,PLA,IN,Asia,Plastic,52074,51994,41959,41959,-19.424,1,1.6235,0.7344,-0.1942,baseline,"{""enterprise"": 17623, ""mid_market"": 13847, ""small_business"": 7553, ""startup"": 2937}",false
2022-03,CTN,IN,Asia,Cotton,71933,72449,69341,69341,-3.603,1,1.473,0.7344,-0.036,baseline,"{""enterprise"": 29123, ""mid_market"": 22883, ""small_business"": 12481, ""startup"": 4854}",false
2022-03,SLC,IN,Asia,Silicon,71714,69062,65809,65809,-8.235,1,2.376,0.7344,-0.0823,baseline,"{""enterprise"": 27640, ""mid_market"": 21717, ""small_business"": 11846, ""startup"": 4607}",false
2022-03,ALM,IN,Asia,Aluminum,83256,85609,86319,86319,3.679,1,1.9245,0.7344,0.0368,baseline,"{""enterprise"": 36254, ""mid_market"": 28485, ""small_business"": 15537, ""startup"": 6042}",false
2022-03,LIT,IN,Asia,Lithium,113514,111938,124048,124048,9.279,1,5.687,0.7344,0.0928,baseline,"{""enterprise"": 52100, ""mid_market"": 40936, ""small_business"": 22329, ""startup"": 8683}",false
2022-03,NIC,IN,Asia,Nickel,174784,174903,187530,187530,7.293,1,3.58,0.7344,0.0729,baseline,"{""enterprise"": 78763, ""mid_market"": 61885, ""small_business"": 33756, ""startup"": 13127}",false
2022-03,REE,IN,Asia,Rare Earth,148816,150144,159674,159674,7.296,1,4.182,0.7344,0.073,baseline,"{""enterprise"": 67063, ""mid_market"": 52693, ""small_business"": 28741, ""startup"": 11177}",false
2022-03,SEM,IN,Asia,Semiconductors,121622,124894,127632,127632,4.941,1,2.978,0.7344,0.0494,baseline,"{""enterprise"": 53605, ""mid_market"": 42119, ""small_business"": 22974, ""startup"": 8934}",false
2022-03,RBR,IN,Asia,Rubber,90735,87581,89157,89157,-1.739,1,1.774,0.7344,-0.0174,baseline,"{""enterprise"": 37446, ""mid_market"": 29422, ""small_business"": 16048, ""startup"": 6241}",false
2022-03,TIM,IN,Asia,Timber,80350,79209,85764,85764,6.738,1,2.075,0.7344,0.0674,baseline,"{""enterprise"": 36021, ""mid_market"": 28302, ""small_business"": 15438, ""startup"": 6004}",false
2022-03,CEM,IN,Asia,Cement,27751,28140,28933,28933,4.261,1,1.7138,0.7344,0.0426,baseline,"{""enterprise"": 12152, ""mid_market"": 9548, ""small_business"": 5208, ""startup"": 2025}",false
2022-03,GLS,IN,Asia,Glass,49901,49490,51679,51679,3.562,1,1.8342,0.7344,0.0356,baseline,"{""enterprise"": 21705, ""mid_market"": 17054, ""small_business"": 9302, ""startup"": 3618}",false
2022-03,PAP,IN,Asia,Paper,70176,71609,64562,64562,-8.0,1,1.5332,0.7344,-0.08,baseline,"{""enterprise"": 27116, ""mid_market"": 21305, ""small_business"": 11621, ""startup"": 4519}",false
2022-03,STL,CN,Asia,Steel,71880,70635,74087,74087,3.071,1,1.774,0.7344,0.0307,baseline,"{""enterprise"": 31117, ""mid_market"": 24449, ""small_business"": 13336, ""startup"": 5186}",false
2022-03,COP,CN,Asia,Copper,70038,70545,75663,75663,8.032,1,2.075,0.7344,0.0803,baseline,"{""enterprise"": 31779, ""mid_market"": 24969, ""small_business"": 13619, ""startup"": 5296}",false
2022-03,PLA,CN,Asia,Plastic,58712,56896,53868,53868,-8.25,1,1.6235,0.7344,-0.0825,baseline,"{""enterprise"": 22625, ""mid_market"": 17777, ""small_business"": 9696, ""startup"": 3771}",false
2022-03,CTN,CN,Asia,Cotton,81102,78185,82566,82566,1.805,1,1.473,0.7344,0.018,baseline,"{""enterprise"": 34678, ""mid_market"": 27247, ""small_business"": 14862, ""startup"": 5780}",false
2022-03,SLC,CN,Asia,Silicon,80856,80587,81328,81328,0.584,1,2.376,0.7344,0.0058,baseline,"{""enterprise"": 34158, ""mid_market"": 26838, ""small_business"": 14639, ""startup"": 5693}",false
2022-03,ALM,CN,Asia,Aluminum,93869,95070,95625,95625,1.871,1,1.9245,0.7344,0.0187,baseline,"{""enterprise"": 40163, ""mid_market"": 31556, ""small_business"": 17213, ""startup"": 6694}",false
2022-03,LIT,CN,Asia,Lithium,127984,123033,135948,135948,6.222,1,5.687,0.7344,0.0622,baseline,"{""enterprise"": 57098, ""mid_market"": 44863, ""small_business"": 24471, ""startup"": 9516}",false
2022-03,NIC,CN,Asia,Nickel,197064,197149,207296,207296,5.192,1,3.58,0.7344,0.0519,baseline,"{""enterprise"": 87065, ""mid_market"": 68408, ""small_business"": 37313, ""startup"": 14511}",false
2022-03,REE,CN,Asia,Rare Earth,167787,167072,154207,154207,-8.093,1,4.182,0.7344,-0.0809,baseline,"{""enterprise"": 64767, ""mid_market"": 50888, ""small_business"": 27757, ""startup"": 10795}",false
2022-03,SEM,CN,Asia,Semiconductors,137126,133267,162442,162442,18.462,1,2.978,0.7344,0.1846,baseline,"{""enterprise"": 68226, ""mid_market"": 53606, ""small_business"": 29240, ""startup"": 11371}",false
2022-03,RBR,CN,Asia,Rubber,102302,100741,103090,103090,0.771,1,1.774,0.7344,0.0077,baseline,"{""enterprise"": 43298, ""mid_market"": 34020, ""small_business"": 18556, ""startup"": 7216}",false
2022-03,TIM,CN,Asia,Timber,90593,88107,102861,102861,13.542,1,2.075,0.7344,0.1354,baseline,"{""enterprise"": 43202, ""mid_market"": 33944, ""small_business"": 18515, ""startup"": 7200}",false
2022-03,CEM,CN,Asia,Cement,31289,30481,31225,31225,-0.203,1,1.7138,0.7344,-0.002,baseline,"{""enterprise"": 13115, ""mid_market"": 10304, ""small_business"": 5621, ""startup"": 2186}",false
2022-03,GLS,CN,Asia,Glass,56262,56540,52870,52870,-6.029,1,1.8342,0.7344,-0.0603,baseline,"{""enterprise"": 22206, ""mid_market"": 17447, ""small_business"": 9517, ""startup"": 3701}",false
2022-03,PAP,CN,Asia,Paper,79121,78764,79870,79870,0.946,1,1.5332,0.7344,0.0095,baseline,"{""enterprise"": 33545, ""mid_market"": 26357, ""small_business"": 14377, ""startup"": 5591}",false
2022-03,STL,US,North America,Steel,94942,94091,100454,100454,5.806,1,1.774,0.7344,0.0581,baseline,"{""enterprise"": 42191, ""mid_market"": 33150, ""small_business"": 18082, ""startup"": 7032}",false
2022-03,COP,US,North America,Copper,92509,91375,90277,90277,-2.412,1,2.075,0.7344,-0.0241,baseline,"{""enterprise"": 37917, ""mid_market"": 29792, ""small_business"": 16250, ""startup"": 6319}",false
2022-03,PLA,US,North America,Plastic,77550,78957,86106,86106,11.033,1,1.6235,0.7344,0.1103,baseline,"{""enterprise"": 36165, ""mid_market"": 28415, ""small_business"": 15499, ""startup"": 6027}",false
2022-03,CTN,US,North America,Cotton,107123,109219,117324,117324,9.522,1,1.473,0.7344,0.0952,baseline,"{""enterprise"": 49276, ""mid_market"": 38717, ""small_business"": 21118, ""startup"": 8213}",false
2022-03,SLC,US,North America,Silicon,106798,103500,90362,90362,-15.39,1,2.376,0.7344,-0.1539,baseline,"{""enterprise"": 37952, ""mid_market"": 29819, ""small_business"": 16265, ""startup"": 6325}",false
2022-03,ALM,US,North America,Aluminum,123985,121727,117962,117962,-4.858,1,1.9245,0.7344,-0.0486,baseline,"{""enterprise"": 49544, ""mid_market"": 38928, ""small_business"": 21233, ""startup"": 8257}",false
2022-03,LIT,US,North America,Lithium,169047,168912,181586,181586,7.418,1,5.687,0.7344,0.0742,baseline,"{""enterprise"": 76266, ""mid_market"": 59924, ""small_business"": 32686, ""startup"": 12711}",false
2022-03,NIC,US,North America,Nickel,260289,257543,249123,249123,-4.29,1,3.58,0.7344,-0.0429,baseline,"{""enterprise"": 104632, ""mid_market"": 82211, ""small_business"": 44842, ""startup"": 17439}",false
2022-03,REE,US,North America,Rare Earth,221619,216703,230725,230725,4.109,1,4.182,0.7344,0.0411,baseline,"{""enterprise"": 96905, ""mid_market"": 76140, ""small_business"": 41531, ""startup"": 16151}",false
2022-03,SEM,US,North America,Semiconductors,181121,187648,196099,196099,8.269,1,2.978,0.7344,0.0827,baseline,"{""enterprise"": 82362, ""mid_market"": 64713, ""small_business"": 35298, ""startup"": 13727}",false
2022-03,RBR,US,North America,Rubber,135124,135400,117387,117387,-13.127,1,1.774,0.7344,-0.1313,baseline,"{""enterprise"": 49303, ""mid_market"": 38738, ""small_business"": 21130, ""startup"": 8217}",false
2022-03,TIM,US,North America,Timber,119658,116138,122934,122934,2.738,1,2.075,0.7344,0.0274,baseline,"{""enterprise"": 51633, ""mid_market"": 40569, ""small_business"": 22128, ""startup"": 8605}",false
2022-03,CEM,US,North America,Cement,41327,39574,34286,34286,-17.038,1,1.7138,0.7344,-0.1704,baseline,"{""enterprise"": 14400, ""mid_market"": 11314, ""small_business"": 6172, ""startup"": 2400}",false
2022-03,GLS,US,North America,Glass,74313,75585,68877,68877,-7.315,1,1.8342,0.7344,-0.0732,baseline,"{""enterprise"": 28929, ""mid_market"": 22730, ""small_business"": 12398, ""startup"": 4821}",false
2022-03,PAP,US,North America,Paper,104506,108453,86750,86750,-16.991,1,1.5332,0.7344,-0.1699,baseline,"{""enterprise"": 36435, ""mid_market"": 28628, ""small_business"": 15615, ""startup"": 6073}",false
2022-03,STL,DE,Europe,Steel,92075,92935,86261,86261,-6.315,1,1.774,0.7344,-0.0631,baseline,"{""enterprise"": 36230, ""mid_market"": 28466, ""small_business"": 15527, ""startup"": 6038}",false
2022-03,COP,DE,Europe,Copper,89716,89924,81025,81025,-9.686,1,2.075,0.7344,-0.0969,baseline,"{""enterprise"": 34031, ""mid_market"": 26739, ""small_business"": 14585, ""startup"": 5672}",false
2022-03,PLA,DE,Europe,Plastic,75208,77448,76622,76622,1.88,1,1.6235,0.7344,0.0188,baseline,"{""enterprise"": 32182, ""mid_market"": 25285, ""small_business"": 13792, ""startup"": 5364}",false
2022-03,CTN,DE,Europe,Cotton,103889,102359,107957,107957,3.916,1,1.473,0.7344,0.0392,baseline,"{""enterprise"": 45342, ""mid_market"": 35626, ""small_business"": 19432, ""startup"": 7557}",false
2022-03,SLC,DE,Europe,Silicon,103573,99988,97116,97116,-6.234,1,2.376,0.7344,-0.0623,baseline,"{""enterprise"": 40789, ""mid_market"": 32049, ""small_business"": 17481, ""startup"": 6798}",false
2022-03,ALM,DE,Europe,Aluminum,120242,119075,118934,118934,-1.088,1,1.9245,0.7344,-0.0109,baseline,"{""enterprise"": 49952, ""mid_market"": 39248, ""small_business"": 21408, ""startup"": 8325}",false
2022-03,LIT,DE,Europe,Lithium,163943,163316,145977,145977,-10.959,1,5.687,0.7344,-0.1096,baseline,"{""enterprise"": 61310, ""mid_market"": 48172, ""small_business"": 26276, ""startup"": 10218}",false
2022-03,NIC,DE,Europe,Nickel,252430,253358,260987,260987,3.39,1,3.58,0.7344,0.0339,baseline,"{""enterprise"": 109615, ""mid_market"": 86126, ""small_business"": 46978, ""startup"": 18269}",false
2022-03,REE,DE,Europe,Rare Earth,214928,202140,230757,230757,7.365,1,4.182,0.7344,0.0736,baseline,"{""enterprise"": 96918, ""mid_market"": 76150, ""small_business"": 41536, ""startup"": 16153}",false
2022-03,SEM,DE,Europe,Semiconductors,175653,174387,169300,169300,-3.617,1,2.978,0.7344,-0.0362,baseline,"{""enterprise"": 71106, ""mid_market"": 55869, ""small_business"": 30474, ""startup"": 11851}",false
2022-03,RBR,DE,Europe,Rubber,131044,131755,136933,136933,4.494,1,1.774,0.7344,0.0449,baseline,"{""enterprise"": 57512, ""mid_market"": 45188, ""small_business"": 24648, ""startup"": 9585}",false
2022-03,TIM,DE,Europe,Timber,116045,118217,119004,119004,2.55,1,2.075,0.7344,0.0255,baseline,"{""enterprise"": 49982, ""mid_market"": 39272, ""small_business"": 21421, ""startup"": 8330}",false
2022-03,CEM,DE,Europe,Cement,40079,39833,41596,41596,3.783,1,1.7138,0.7344,0.0378,baseline,"{""enterprise"": 17470, ""mid_market"": 13727, ""small_business"": 7487, ""startup"": 2912}",false
2022-03,GLS,DE,Europe,Glass,72070,71470,84889,84889,17.787,1,1.8342,0.7344,0.1779,baseline,"{""enterprise"": 35654, ""mid_market"": 28013, ""small_business"": 15280, ""startup"": 5942}",false
2022-03,PAP,DE,Europe,Paper,101351,99566,73367,73367,-27.611,1,1.5332,0.7344,-0.2761,baseline,"{""enterprise"": 30814, ""mid_market"": 24211, ""small_business"": 13206, ""startup"": 5136}",false
2022-03,STL,JP,Asia,Steel,89782,88098,79844,79844,-11.068,1,1.774,0.7344,-0.1107,baseline,"{""enterprise"": 33535, ""mid_market"": 26349, ""small_business"": 14372, ""startup"": 5589}",false
2022-03,COP,JP,Asia,Copper,87481,87835,82282,82282,-5.943,1,2.075,0.7344,-0.0594,baseline,"{""enterprise"": 34559, ""mid_market"": 27153, ""small_business"": 14811, ""startup"": 5760}",false
2022-03,PLA,JP,Asia,Plastic,73335,72344,77092,77092,5.122,1,1.6235,0.7344,0.0512,baseline,"{""enterprise"": 32379, ""mid_market"": 25440, ""small_business"": 13877, ""startup"": 5396}",false
2022-03,CTN,JP,Asia,Cotton,101301,97515,114051,114051,12.586,1,1.473,0.7344,0.1259,baseline,"{""enterprise"": 47902, ""mid_market"": 37637, ""small_business"": 20529, ""startup"": 7984}",false
2022-03,SLC,JP,Asia,Silicon,100994,96543,100407,100407,-0.581,1,2.376,0.7344,-0.0058,baseline,"{""enterprise"": 42171, ""mid_market"": 33135, ""small_business"": 18073, ""startup"": 7029}",false
2022-03,ALM,JP,Asia,Aluminum,117247,115999,139105,139105,18.643,1,1.9245,0.7344,0.1864,baseline,"{""enterprise"": 58424, ""mid_market"": 45905, ""small_business"": 25039, ""startup"": 9737}",false
2022-03,LIT,JP,Asia,Lithium,159859,160245,146939,146939,-8.082,1,5.687,0.7344,-0.0808,baseline,"{""enterprise"": 61715, ""mid_market"": 48490, ""small_business"": 26449, ""startup"": 10286}",false
2022-03,NIC,JP,Asia,Nickel,246143,248244,279906,279906,13.717,1,3.58,0.7344,0.1372,baseline,"{""enterprise"": 117561, ""mid_market"": 92369, ""small_business"": 50383, ""startup"": 19593}",false
2022-03,REE,JP,Asia,Rare Earth,209574,202142,193709,193709,-7.57,1,4.182,0.7344,-0.0757,baseline,"{""enterprise"": 81358, ""mid_market"": 63924, ""small_business"": 34868, ""startup"": 13560}",false
2022-03,SEM,JP,Asia,Semiconductors,171278,174032,182826,182826,6.743,1,2.978,0.7344,0.0674,baseline,"{""enterprise"": 76787, ""mid_market"": 60333, ""small_business"": 32909, ""startup"": 12798}",false
2022-03,RBR,JP,Asia,Rubber,127780,130154,134297,134297,5.1,1,1.774,0.7344,0.051,baseline,"{""enterprise"": 56405, ""mid_market"": 44318, ""small_business"": 24174, ""startup"": 9401}",false
2022-03,TIM,JP,Asia,Timber,113155,114011,120296,120296,6.311,1,2.075,0.7344,0.0631,baseline,"{""enterprise"": 50524, ""mid_market"": 39698, ""small_business"": 21653, ""startup"": 8421}",false
2022-03,CEM,JP,Asia,Cement,39081,38095,34985,34985,-10.481,1,1.7138,0.7344,-0.1048,baseline,"{""enterprise"": 14694, ""mid_market"": 11545, ""small_business"": 6297, ""startup"": 2449}",false
2022-03,GLS,JP,Asia,Glass,70275,72499,72878,72878,3.705,1,1.8342,0.7344,0.0371,baseline,"{""enterprise"": 30609, ""mid_market"": 24050, ""small_business"": 13118, ""startup"": 5102}",false
2022-03,PAP,JP,Asia,Paper,98827,102753,96857,96857,-1.993,1,1.5332,0.7344,-0.0199,baseline,"{""enterprise"": 40680, ""mid_market"": 31963, ""small_business"": 17434, ""startup"": 6780}",false
2022-03,STL,VN,Asia,Steel,63936,62398,66170,66170,3.493,1,1.774,0.7344,0.0349,baseline,"{""enterprise"": 27792, ""mid_market"": 21836, ""small_business"": 11911, ""startup"": 4632}",false
