log_id,timestamp,user_id,user_role,action_type,entity_type,entity_id,field_changed,old_value,new_value,ip_address,user_agent,session_id,result,error_message,duration_ms
LOG-0081694,2024-10-08T03:55:00Z,USR-0052,analyst,VIEW,customer,CUS-0013,,,,10.8.63.68,Chrome/macOS,SES-012266,success,,337
LOG-0081695,2017-04-21T11:54:00Z,USR-0035,admin,CREATE,purchase_order,PO-106832,,,,10.177.246.228,API-client/2.1,SES-008522,success,,1376
LOG-0081696,2015-12-15T06:15:00Z,USR-0052,procurement_manager,UPDATE,purchase_order,PO-128903,payment_terms,pending,,10.41.202.2,Edge/Windows,SES-009387,success,,2261
LOG-0081697,2019-03-24T06:47:00Z,USR-0080,viewer,CREATE,purchase_order,PO-118802,,,,10.61.32.222,Safari/macOS,SES-011129,success,,1154
LOG-0081698,2024-07-02T22:56:00Z,USR-0076,admin,VIEW,purchase_order,PO-149444,,,,10.137.121.153,Chrome/macOS,SES-011599,success,,1882
LOG-0081699,2021-05-05T20:59:00Z,USR-0040,analyst,UPDATE,purchase_order,PO-118285,risk_score,pending,,10.89.204.12,API-client/2.1,SES-008370,success,,855
LOG-0081700,2019-08-08T04:22:00Z,USR-0082,analyst,VIEW,purchase_order,PO-123709,,,,10.181.30.129,Chrome/macOS,SES-004006,success,,1514
LOG-0081701,2016-03-11T10:26:00Z,USR-0066,admin,CREATE,purchase_order,PO-108586,,,,10.133.187.148,Chrome/macOS,SES-005813,success,,1474
LOG-0081702,2019-11-08T12:44:00Z,USR-0056,viewer,VIEW,purchase_order,PO-119528,,,,10.190.25.11,Safari/macOS,SES-018275,success,,580
LOG-0081703,2021-11-29T08:22:00Z,USR-0074,analyst,APPROVE,purchase_order,PO-106065,status,,approved,10.125.7.35,API-client/2.1,SES-016333,success,,162
LOG-0081704,2016-11-19T04:41:00Z,USR-0042,analyst,UPDATE,purchase_order,PO-111105,status,pending,,10.80.59.114,Chrome/macOS,SES-012806,success,,1259
LOG-0081705,2017-05-25T22:24:00Z,USR-0006,viewer,VIEW,purchase_order,PO-124001,,,,10.165.121.104,Chrome/macOS,SES-020834,success,,1437
LOG-0081706,2015-05-18T04:31:00Z,USR-0025,viewer,LOGIN,purchase_order,PO-127617,,,,10.128.184.216,Edge/Windows,SES-024069,success,,1969
LOG-0081707,2015-08-19T14:29:00Z,USR-0031,analyst,VIEW,purchase_order,PO-146545,,,,10.120.200.112,Edge/Windows,SES-023075,success,,902
LOG-0081708,2024-01-07T20:21:00Z,USR-0023,admin,CREATE,purchase_order,PO-130170,,,,10.100.32.131,Safari/macOS,SES-004410,success,,1795
LOG-0081709,2015-01-17T12:53:00Z,USR-0075,viewer,UPDATE,purchase_order,PO-129029,risk_score,pending,,10.192.13.203,Safari/macOS,SES-004338,success,,1146
LOG-0081710,2015-01-25T21:16:00Z,USR-0061,viewer,VIEW,purchase_order,PO-146143,,,,10.154.187.7,Edge/Windows,SES-019832,success,,503
LOG-0081711,2020-07-09T18:50:00Z,USR-0040,analyst,APPROVE,purchase_order,PO-107352,payment_terms,,approved,10.161.51.85,API-client/2.1,SES-010711,success,,313
LOG-0081712,2021-01-22T15:55:00Z,USR-0080,viewer,UPDATE,purchase_order,PO-131877,payment_terms,pending,,10.199.183.245,Safari/macOS,SES-019625,success,,697
LOG-0081713,2022-04-23T19:14:00Z,USR-0071,viewer,UPDATE,purchase_order,PO-135823,status,pending,,10.134.141.6,Edge/Windows,SES-020075,success,,735
LOG-0081714,2016-06-16T18:46:00Z,USR-0052,admin,APPROVE,purchase_order,PO-141384,status,,approved,10.200.209.224,Safari/macOS,SES-024482,success,,1525
LOG-0081715,2022-03-01T16:24:00Z,USR-0064,admin,LOGOUT,purchase_order,PO-112463,,,,10.64.127.9,Edge/Windows,SES-024141,success,,267
LOG-0081716,2016-02-24T11:34:00Z,USR-0002,analyst,APPROVE,purchase_order,PO-106970,status,,approved,10.153.90.178,Chrome/macOS,SES-012712,success,,1230
LOG-0081717,2019-08-13T13:33:00Z,USR-0038,admin,LOGIN,purchase_order,PO-139627,,,,10.118.96.122,API-client/2.1,SES-022153,success,,1249
LOG-0081718,2018-10-27T03:55:00Z,USR-0076,admin,UPDATE,purchase_order,PO-111397,total_usd,pending,,10.93.195.11,API-client/2.1,SES-023821,success,,1410
LOG-0081719,2019-05-09T21:26:00Z,USR-0063,analyst,SUBMIT,purchase_order,PO-111104,,,,10.163.5.25,API-client/2.1,SES-010862,success,,1674
LOG-0081720,2023-02-04T02:14:00Z,USR-0077,admin,VIEW,purchase_order,PO-118628,,,,10.20.51.154,Chrome/macOS,SES-000350,success,,1347
LOG-0081721,2018-10-24T15:31:00Z,USR-0006,analyst,UPDATE,purchase_order,PO-125296,total_usd,pending,,10.164.17.187,Edge/Windows,SES-003854,success,,448
LOG-0081722,2017-05-14T16:15:00Z,USR-0002,procurement_manager,REJECT,purchase_order,PO-134154,payment_terms,,,10.83.175.28,Safari/macOS,SES-006883,success,,1144
LOG-0081723,2022-02-12T16:13:00Z,USR-0039,viewer,EXPORT,purchase_order,PO-111597,,,,10.81.150.90,Chrome/macOS,SES-006387,success,,1778
LOG-0081724,2015-10-14T21:48:00Z,USR-0030,viewer,CREATE,purchase_order,PO-100118,,,,10.179.101.207,Edge/Windows,SES-000845,success,,1964
LOG-0081725,2024-10-09T18:01:00Z,USR-0062,viewer,UPDATE,purchase_order,PO-145740,risk_score,pending,,10.39.40.11,Edge/Windows,SES-022139,success,,1941
LOG-0081726,2021-12-06T05:56:00Z,USR-0056,admin,UPDATE,purchase_order,PO-111447,status,pending,,10.92.15.92,Chrome/macOS,SES-002800,success,,2319
LOG-0081727,2017-07-15T01:33:00Z,USR-0016,viewer,UPDATE,purchase_order,PO-119464,status,pending,,10.126.138.74,Chrome/macOS,SES-008163,success,,1377
LOG-0081728,2022-08-31T22:49:00Z,USR-0067,procurement_manager,VIEW,purchase_order,PO-115851,,,,10.149.61.187,Safari/macOS,SES-011032,success,,283
LOG-0081729,2020-02-14T11:22:00Z,USR-0054,viewer,EXPORT,purchase_order,PO-132957,,,,10.99.107.114,Edge/Windows,SES-005744,success,,94
LOG-0081730,2023-12-28T04:11:00Z,USR-0006,admin,VIEW,purchase_order,PO-118731,,,,10.157.59.226,API-client/2.1,SES-021117,success,,946
LOG-0081731,2022-01-14T16:52:00Z,USR-0044,viewer,ARCHIVE,purchase_order,PO-109180,,,,10.100.56.103,Chrome/macOS,SES-006771,success,,1823
LOG-0081732,2017-02-23T19:41:00Z,USR-0016,analyst,CREATE,purchase_order,PO-101328,,,,10.199.129.169,Safari/macOS,SES-021865,success,,1739
LOG-0081733,2015-11-11T11:04:00Z,USR-0054,viewer,CREATE,purchase_order,PO-124130,,,,10.41.247.187,API-client/2.1,SES-009357,success,,1344
LOG-0081734,2019-10-27T22:01:00Z,USR-0027,procurement_manager,CREATE,purchase_order,PO-105534,,,,10.202.157.79,Chrome/macOS,SES-000036,success,,1517
LOG-0081735,2018-07-24T14:18:00Z,USR-0066,procurement_manager,UPDATE,purchase_order,PO-147043,total_usd,pending,,10.76.106.73,API-client/2.1,SES-009259,success,,2023
LOG-0081736,2018-06-16T18:12:00Z,USR-0074,admin,CREATE,purchase_order,PO-130596,,,,10.63.225.215,Safari/macOS,SES-022370,success,,1538
LOG-0081737,2018-02-12T15:22:00Z,USR-0004,procurement_manager,UPDATE,purchase_order,PO-122813,total_usd,pending,,10.67.189.147,Chrome/macOS,SES-014268,success,,940
LOG-0081738,2018-05-30T16:36:00Z,USR-0081,analyst,VIEW,purchase_order,PO-142920,,,,10.19.123.145,Edge/Windows,SES-021418,success,,891
LOG-0081739,2022-10-18T13:07:00Z,USR-0013,admin,UPDATE,purchase_order,PO-116174,risk_score,pending,,10.180.98.18,Edge/Windows,SES-014559,success,,2302
LOG-0081740,2023-09-21T13:35:00Z,USR-0046,analyst,VIEW,purchase_order,PO-129605,,,,10.43.130.129,Chrome/macOS,SES-001857,success,,730
LOG-0081741,2018-05-23T22:49:00Z,USR-0042,admin,VIEW,purchase_order,PO-138054,,,,10.33.55.153,Chrome/macOS,SES-012189,success,,323
LOG-0081742,2020-03-17T14:38:00Z,USR-0077,admin,UPDATE,purchase_order,PO-103797,risk_score,pending,,10.13.157.174,API-client/2.1,SES-014306,success,,1800
LOG-0081743,2015-09-22T15:16:00Z,USR-0058,procurement_manager,VIEW,purchase_order,PO-135781,,,,10.32.53.44,Safari/macOS,SES-014393,success,,741
LOG-0081744,2022-10-18T23:29:00Z,USR-0075,viewer,APPROVE,purchase_order,PO-114005,payment_terms,,approved,10.125.236.56,API-client/2.1,SES-021112,success,,1992
LOG-0081745,2022-08-10T07:35:00Z,USR-0045,procurement_manager,LOGOUT,purchase_order,PO-148745,,,,10.199.117.22,API-client/2.1,SES-011614,success,,1155
LOG-0081746,2020-09-07T02:37:00Z,USR-0056,viewer,UPDATE,purchase_order,PO-109722,payment_terms,pending,,10.139.238.99,Safari/macOS,SES-012707,success,,1774
LOG-0081747,2022-05-01T22:02:00Z,USR-0059,admin,UPDATE,purchase_order,PO-130715,status,pending,,10.40.103.173,Chrome/macOS,SES-006819,success,,478
LOG-0081748,2024-07-21T12:46:00Z,USR-0040,analyst,APPROVE,purchase_order,PO-138359,total_usd,,approved,10.118.249.162,Safari/macOS,SES-018983,success,,1613
LOG-0081749,2023-07-11T16:13:00Z,USR-0049,viewer,VIEW,purchase_order,PO-121016,,,,10.115.210.65,Edge/Windows,SES-013614,success,,294
LOG-0081750,2017-06-17T00:21:00Z,USR-0084,procurement_manager,UPDATE,purchase_order,PO-147578,risk_score,pending,,10.131.111.191,API-client/2.1,SES-015064,success,,782
LOG-0081751,2016-08-15T05:13:00Z,USR-0062,analyst,VIEW,purchase_order,PO-131570,,,,10.157.55.38,Safari/macOS,SES-018680,success,,1595
LOG-0081752,2020-08-04T06:13:00Z,USR-0050,viewer,EXPORT,purchase_order,PO-140785,,,,10.63.128.185,API-client/2.1,SES-021438,success,,1197
LOG-0081753,2019-03-09T14:05:00Z,USR-0056,admin,UPDATE,purchase_order,PO-101392,payment_terms,pending,,10.92.51.83,Edge/Windows,SES-017816,success,,1840
LOG-0081754,2023-04-15T15:13:00Z,USR-0084,procurement_manager,UPDATE,purchase_order,PO-121905,risk_score,pending,,10.109.249.161,API-client/2.1,SES-000892,success,,458
LOG-0081755,2016-05-20T14:44:00Z,USR-0045,analyst,VIEW,purchase_order,PO-142849,,,,10.15.196.175,Chrome/macOS,SES-018130,success,,2287
LOG-0081756,2023-08-25T10:19:00Z,USR-0018,procurement_manager,VIEW,purchase_order,PO-133997,,,,10.121.38.148,API-client/2.1,SES-019737,success,,872
LOG-0081757,2022-05-20T09:10:00Z,USR-0032,procurement_manager,EXPORT,purchase_order,PO-102664,,,,10.106.97.227,Edge/Windows,SES-015119,success,,937
LOG-0081758,2022-11-30T01:42:00Z,USR-0018,admin,APPROVE,purchase_order,PO-126120,risk_score,,approved,10.107.78.61,Chrome/macOS,SES-014479,success,,1331
LOG-0081759,2022-08-09T12:33:00Z,USR-0005,analyst,LOGOUT,purchase_order,PO-110873,,,,10.56.253.168,Edge/Windows,SES-008277,success,,2154
LOG-0081760,2022-09-17T21:21:00Z,USR-0042,viewer,VIEW,purchase_order,PO-106143,,,,10.207.59.23,Edge/Windows,SES-011982,success,,2157
LOG-0081761,2019-08-14T17:46:00Z,USR-0004,procurement_manager,VIEW,purchase_order,PO-126024,,,,10.192.45.225,API-client/2.1,SES-020405,success,,987
LOG-0081762,2015-08-06T14:58:00Z,USR-0029,admin,VIEW,purchase_order,PO-126068,,,,10.216.154.100,Safari/macOS,SES-013602,success,,190
LOG-0081763,2016-11-15T20:36:00Z,USR-0059,procurement_manager,VIEW,purchase_order,PO-112823,,,,10.82.129.171,Safari/macOS,SES-011593,success,,1369
LOG-0081764,2023-11-03T20:22:00Z,USR-0041,procurement_manager,LOGIN,purchase_order,PO-121297,,,,10.151.23.147,Safari/macOS,SES-015541,success,,963
LOG-0081765,2023-10-28T07:53:00Z,USR-0071,analyst,VIEW,purchase_order,PO-118291,,,,10.118.242.202,API-client/2.1,SES-010117,success,,706
LOG-0081766,2015-09-26T12:48:00Z,USR-0076,viewer,SUBMIT,purchase_order,PO-112443,,,,10.98.33.220,Edge/Windows,SES-014384,success,,2112
LOG-0081767,2024-02-04T12:08:00Z,USR-0015,procurement_manager,VIEW,purchase_order,PO-132426,,,,10.1.235.95,Chrome/macOS,SES-011441,success,,2396
LOG-0081768,2024-09-08T03:06:00Z,USR-0038,procurement_manager,UPDATE,purchase_order,PO-123485,total_usd,pending,,10.98.245.176,API-client/2.1,SES-005067,success,,1107
LOG-0081769,2023-12-20T08:25:00Z,USR-0043,admin,VIEW,purchase_order,PO-116209,,,,10.189.19.19,API-client/2.1,SES-023715,success,,2032
LOG-0081770,2021-11-17T11:12:00Z,USR-0085,viewer,REJECT,purchase_order,PO-116908,status,,,10.113.159.136,Chrome/macOS,SES-023818,success,,816
LOG-0081771,2019-05-20T06:59:00Z,USR-0021,admin,LOGIN,purchase_order,PO-134299,,,,10.183.13.157,Chrome/macOS,SES-022167,success,,432
LOG-0081772,2018-10-19T06:56:00Z,USR-0036,viewer,VIEW,purchase_order,PO-109222,,,,10.140.158.238,Edge/Windows,SES-004938,success,,322
LOG-0081773,2017-09-05T03:40:00Z,USR-0072,viewer,UPDATE,purchase_order,PO-122020,total_usd,pending,,10.149.141.232,Edge/Windows,SES-005735,success,,844
LOG-0081774,2018-03-09T13:22:00Z,USR-0064,procurement_manager,UPDATE,purchase_order,PO-119261,total_usd,pending,,10.26.78.173,Chrome/macOS,SES-014259,success,,1309
LOG-0081775,2024-09-26T18:06:00Z,USR-0080,procurement_manager,LOGIN,purchase_order,PO-116791,,,,10.114.77.124,Edge/Windows,SES-021422,success,,1538
LOG-0081776,2022-01-03T02:51:00Z,USR-0064,viewer,SUBMIT,purchase_order,PO-117293,,,,10.132.100.140,API-client/2.1,SES-006466,success,,2174
LOG-0081777,2015-05-11T08:38:00Z,USR-0012,admin,EXPORT,purchase_order,PO-102593,,,,10.155.12.185,Safari/macOS,SES-008123,success,,925
LOG-0081778,2022-08-03T09:06:00Z,USR-0042,analyst,LOGOUT,purchase_order,PO-126074,,,,10.122.7.196,Chrome/macOS,SES-002490,success,,2133
LOG-0081779,2022-11-05T09:49:00Z,USR-0017,viewer,UPDATE,purchase_order,PO-136147,status,pending,,10.136.79.171,Safari/macOS,SES-021236,success,,1484
LOG-0081780,2017-10-11T05:30:00Z,USR-0079,admin,UPDATE,purchase_order,PO-126017,total_usd,pending,,10.82.230.161,Safari/macOS,SES-006175,success,,1413
LOG-0081781,2015-06-12T14:57:00Z,USR-0001,admin,CREATE,purchase_order,PO-124879,,,,10.14.125.87,Safari/macOS,SES-019820,success,,1738
LOG-0081782,2021-01-23T05:49:00Z,USR-0071,viewer,UPDATE,purchase_order,PO-144504,risk_score,pending,,10.38.192.254,API-client/2.1,SES-009245,success,,1652
LOG-0081783,2021-02-01T09:47:00Z,USR-0026,procurement_manager,UPDATE,purchase_order,PO-108922,payment_terms,pending,,10.36.23.69,Safari/macOS,SES-014661,success,,560
LOG-0081784,2023-01-06T02:40:00Z,USR-0077,viewer,VIEW,purchase_order,PO-119168,,,,10.71.15.56,API-client/2.1,SES-007792,success,,925
LOG-0081785,2024-06-01T11:55:00Z,USR-0028,procurement_manager,APPROVE,purchase_order,PO-133039,risk_score,,approved,10.170.118.189,API-client/2.1,SES-017547,success,,1430
LOG-0081786,2017-01-04T15:00:00Z,USR-0060,admin,DELETE,purchase_order,PO-141620,,,,10.210.35.83,API-client/2.1,SES-009804,success,,1756
LOG-0081787,2019-06-12T17:15:00Z,USR-0068,procurement_manager,UPDATE,purchase_order,PO-130638,payment_terms,pending,,10.57.6.171,Edge/Windows,SES-020726,success,,276
LOG-0081788,2015-10-19T16:00:00Z,USR-0081,admin,SUBMIT,purchase_order,PO-122329,,,,10.73.55.184,Safari/macOS,SES-002082,success,,1074
LOG-0081789,2023-05-14T06:21:00Z,USR-0038,admin,LOGOUT,purchase_order,PO-107926,,,,10.122.216.109,Safari/macOS,SES-005950,success,,96
LOG-0081790,2018-01-17T21:05:00Z,USR-0041,admin,UPDATE,purchase_order,PO-144184,risk_score,pending,,10.83.177.163,Chrome/macOS,SES-010110,success,,1455
LOG-0081791,2020-03-16T05:00:00Z,USR-0005,analyst,DELETE,purchase_order,PO-114983,,,,10.186.137.179,Safari/macOS,SES-010807,success,,482
LOG-0081792,2017-10-10T22:36:00Z,USR-0040,admin,REJECT,purchase_order,PO-140637,status,,,10.21.199.116,Safari/macOS,SES-006525,success,,1150
LOG-0081793,2016-02-15T13:38:00Z,USR-0012,procurement_manager,CREATE,purchase_order,PO-113810,,,,10.22.179.49,Edge/Windows,SES-022436,success,,1214
LOG-0081794,2020-05-28T16:18:00Z,USR-0001,analyst,CREATE,purchase_order,PO-123001,,,,10.202.49.79,API-client/2.1,SES-008353,success,,165
LOG-0081795,2024-11-25T01:59:00Z,USR-0014,procurement_manager,VIEW,purchase_order,PO-142937,,,,10.201.205.212,API-client/2.1,SES-010652,success,,869
LOG-0081796,2019-01-02T08:17:00Z,USR-0037,admin,EXPORT,purchase_order,PO-137386,,,,10.52.34.204,API-client/2.1,SES-008460,success,,1809
LOG-0081797,2016-04-14T20:39:00Z,USR-0037,admin,VIEW,purchase_order,PO-111665,,,,10.17.209.219,Chrome/macOS,SES-014953,success,,2298
LOG-0081798,2017-09-05T07:58:00Z,USR-0062,procurement_manager,VIEW,purchase_order,PO-125220,,,,10.109.136.111,Safari/macOS,SES-014077,success,,224
LOG-0081799,2024-07-15T04:23:00Z,USR-0059,admin,LOGIN,purchase_order,PO-107253,,,,10.117.27.82,Safari/macOS,SES-022756,success,,554
LOG-0081800,2018-01-12T22:35:00Z,USR-0061,viewer,CREATE,purchase_order,PO-144166,,,,10.142.177.86,Safari/macOS,SES-001483,success,,831
LOG-0081801,2021-08-14T16:50:00Z,USR-0069,procurement_manager,CREATE,purchase_order,PO-121311,,,,10.149.70.124,Chrome/macOS,SES-018419,success,,988
LOG-0081802,2023-01-22T04:04:00Z,USR-0010,viewer,VIEW,purchase_order,PO-118860,,,,10.93.125.46,Chrome/macOS,SES-011598,success,,527
LOG-0081803,2016-10-13T19:36:00Z,USR-0060,viewer,VIEW,purchase_order,PO-109139,,,,10.171.178.150,Edge/Windows,SES-019681,success,,2127
LOG-0081804,2015-12-21T04:47:00Z,USR-0081,procurement_manager,VIEW,purchase_order,PO-105200,,,,10.139.213.242,Edge/Windows,SES-005761,success,,2054
LOG-0081805,2022-03-14T05:17:00Z,USR-0069,analyst,CREATE,purchase_order,PO-115793,,,,10.138.217.73,Chrome/macOS,SES-017286,success,,2311
LOG-0081806,2023-04-25T21:30:00Z,USR-0026,analyst,UPDATE,purchase_order,PO-138847,total_usd,pending,,10.159.198.67,Safari/macOS,SES-009771,success,,325
LOG-0081807,2018-07-13T11:23:00Z,USR-0012,viewer,EXPORT,purchase_order,PO-115256,,,,10.136.174.107,API-client/2.1,SES-021833,success,,572
LOG-0081808,2016-04-18T23:55:00Z,USR-0032,procurement_manager,VIEW,purchase_order,PO-107194,,,,10.212.229.51,Safari/macOS,SES-011453,success,,879
LOG-0081809,2015-10-22T07:37:00Z,USR-0058,viewer,VIEW,purchase_order,PO-133102,,,,10.37.50.142,API-client/2.1,SES-013839,success,,2072
LOG-0081810,2018-11-20T11:49:00Z,USR-0018,procurement_manager,EXPORT,purchase_order,PO-139716,,,,10.29.198.58,API-client/2.1,SES-016659,success,,2197
LOG-0081811,2018-06-17T01:05:00Z,USR-0076,viewer,LOGIN,purchase_order,PO-112548,,,,10.180.163.126,Edge/Windows,SES-019182,success,,992
LOG-0081812,2023-06-22T00:09:00Z,USR-0071,viewer,UPDATE,purchase_order,PO-106616,risk_score,pending,,10.18.105.196,Edge/Windows,SES-001544,success,,2384
LOG-0081813,2024-05-23T22:02:00Z,USR-0059,viewer,UPDATE,purchase_order,PO-134742,payment_terms,pending,,10.16.170.37,Edge/Windows,SES-024837,success,,139
LOG-0081814,2018-08-01T00:53:00Z,USR-0013,procurement_manager,UPDATE,purchase_order,PO-104287,status,pending,,10.69.42.186,Edge/Windows,SES-009187,success,,827
LOG-0081815,2021-05-12T18:09:00Z,USR-0025,procurement_manager,VIEW,purchase_order,PO-142977,,,,10.95.40.70,Safari/macOS,SES-010654,success,,406
LOG-0081816,2020-01-02T02:07:00Z,USR-0022,admin,VIEW,purchase_order,PO-146008,,,,10.120.143.222,API-client/2.1,SES-005484,success,,254
LOG-0081817,2023-04-16T08:13:00Z,USR-0044,viewer,VIEW,purchase_order,PO-104850,,,,10.159.240.2,API-client/2.1,SES-005059,success,,780
LOG-0081818,2015-05-19T05:40:00Z,USR-0060,admin,UPDATE,purchase_order,PO-123485,status,pending,,10.126.29.56,Edge/Windows,SES-002954,success,,599
LOG-0081819,2017-11-23T23:16:00Z,USR-0005,analyst,CANCEL,purchase_order,PO-139407,,,,10.122.148.170,Chrome/macOS,SES-006603,success,,625
LOG-0081820,2022-09-01T15:31:00Z,USR-0025,procurement_manager,VIEW,purchase_order,PO-106384,,,,10.86.37.61,API-client/2.1,SES-023495,success,,998
LOG-0081821,2020-07-11T10:22:00Z,USR-0063,admin,VIEW,purchase_order,PO-101762,,,,10.190.49.32,Edge/Windows,SES-007706,success,,800
LOG-0081822,2020-05-22T15:56:00Z,USR-0085,viewer,EXPORT,purchase_order,PO-146089,,,,10.125.130.70,Chrome/macOS,SES-019247,success,,1246
LOG-0081823,2019-11-03T10:31:00Z,USR-0048,admin,CREATE,purchase_order,PO-125924,,,,10.83.165.44,Edge/Windows,SES-004506,success,,304
LOG-0081824,2018-11-08T11:17:00Z,USR-0013,admin,EXPORT,purchase_order,PO-135653,,,,10.27.100.237,Safari/macOS,SES-001576,success,,1424
LOG-0081825,2022-02-04T22:02:00Z,USR-0054,viewer,CREATE,purchase_order,PO-125932,,,,10.108.30.17,Safari/macOS,SES-019363,success,,891
LOG-0081826,2016-08-27T05:35:00Z,USR-0025,viewer,VIEW,purchase_order,PO-141198,,,,10.169.182.122,Chrome/macOS,SES-021082,success,,1742
LOG-0081827,2021-03-18T10:38:00Z,USR-0047,admin,SUBMIT,purchase_order,PO-138748,,,,10.96.150.192,Edge/Windows,SES-010207,success,,268
LOG-0081828,2016-01-08T22:27:00Z,USR-0062,procurement_manager,CREATE,purchase_order,PO-149656,,,,10.61.129.115,Edge/Windows,SES-022703,success,,637
LOG-0081829,2018-07-06T05:13:00Z,USR-0060,procurement_manager,VIEW,purchase_order,PO-104474,,,,10.79.159.251,Edge/Windows,SES-012560,success,,1239
LOG-0081830,2016-07-22T18:58:00Z,USR-0048,admin,UPDATE,purchase_order,PO-133876,status,pending,,10.64.15.208,Safari/macOS,SES-014510,success,,741
LOG-0081831,2015-02-16T13:00:00Z,USR-0033,procurement_manager,VIEW,purchase_order,PO-146900,,,,10.142.18.79,Edge/Windows,SES-008890,success,,1257
LOG-0081832,2022-03-11T08:27:00Z,USR-0056,viewer,VIEW,purchase_order,PO-105261,,,,10.110.90.241,Safari/macOS,SES-018344,success,,941
LOG-0081833,2015-02-16T04:38:00Z,USR-0037,procurement_manager,LOGIN,purchase_order,PO-114905,,,,10.95.197.174,Chrome/macOS,SES-007390,success,,2074
LOG-0081834,2017-06-26T00:22:00Z,USR-0080,procurement_manager,UPDATE,purchase_order,PO-112998,payment_terms,pending,,10.148.242.97,Safari/macOS,SES-020721,success,,131
LOG-0081835,2023-09-27T03:14:00Z,USR-0022,viewer,EXPORT,purchase_order,PO-136128,,,,10.86.29.171,Edge/Windows,SES-013489,success,,1878
LOG-0081836,2016-02-18T03:27:00Z,USR-0065,viewer,VIEW,purchase_order,PO-131567,,,,10.17.111.129,Edge/Windows,SES-007355,success,,730
LOG-0081837,2022-06-12T14:06:00Z,USR-0021,analyst,VIEW,purchase_order,PO-126032,,,,10.6.209.116,Edge/Windows,SES-009988,success,,1503
LOG-0081838,2017-09-19T10:49:00Z,USR-0046,admin,CREATE,purchase_order,PO-138301,,,,10.61.6.1,Chrome/macOS,SES-014925,success,,131
LOG-0081839,2018-09-03T17:11:00Z,USR-0054,analyst,VIEW,purchase_order,PO-145149,,,,10.172.97.68,Edge/Windows,SES-015914,success,,1312
LOG-0081840,2019-02-21T11:46:00Z,USR-0073,admin,APPROVE,purchase_order,PO-133524,status,,approved,10.120.191.173,Chrome/macOS,SES-010476,success,,2113
LOG-0081841,2024-09-24T14:00:00Z,USR-0014,procurement_manager,VIEW,purchase_order,PO-127853,,,,10.16.150.143,API-client/2.1,SES-013593,success,,1591
LOG-0081842,2015-11-17T14:41:00Z,USR-0082,admin,VIEW,purchase_order,PO-119425,,,,10.206.130.251,API-client/2.1,SES-002837,success,,1475
LOG-0081843,2024-04-16T21:08:00Z,USR-0029,analyst,VIEW,purchase_order,PO-110942,,,,10.121.22.203,Chrome/macOS,SES-017003,success,,1046
LOG-0081844,2019-08-11T15:52:00Z,USR-0002,procurement_manager,REJECT,purchase_order,PO-127124,payment_terms,,,10.168.1.45,Safari/macOS,SES-014800,success,,2080
LOG-0081845,2015-12-08T20:22:00Z,USR-0012,viewer,VIEW,purchase_order,PO-107844,,,,10.81.84.145,Safari/macOS,SES-017715,success,,1818
LOG-0081846,2018-06-01T07:27:00Z,USR-0027,procurement_manager,UPDATE,purchase_order,PO-114341,total_usd,pending,,10.24.173.147,Edge/Windows,SES-004070,success,,1711
LOG-0081847,2020-11-29T23:37:00Z,USR-0056,procurement_manager,UPDATE,purchase_order,PO-111776,risk_score,pending,,10.67.120.118,API-client/2.1,SES-008038,success,,35
LOG-0081848,2018-08-16T11:19:00Z,USR-0022,analyst,LOGOUT,purchase_order,PO-133026,,,,10.22.112.171,Chrome/macOS,SES-011138,success,,643
LOG-0081849,2023-01-17T22:31:00Z,USR-0011,viewer,UPDATE,purchase_order,PO-112724,total_usd,pending,,10.205.96.106,Safari/macOS,SES-003403,success,,909
LOG-0081850,2023-02-23T15:18:00Z,USR-0073,admin,UPDATE,purchase_order,PO-134492,payment_terms,pending,,10.67.254.50,Edge/Windows,SES-018520,success,,2186
LOG-0081851,2017-12-19T01:29:00Z,USR-0049,admin,SUBMIT,purchase_order,PO-136460,,,,10.119.220.234,API-client/2.1,SES-022787,success,,1039
LOG-0081852,2022-07-30T18:24:00Z,USR-0046,analyst,LOGIN,purchase_order,PO-145523,,,,10.92.218.229,Safari/macOS,SES-000434,success,,1729
LOG-0081853,2020-07-28T04:25:00Z,USR-0076,procurement_manager,LOGIN,purchase_order,PO-106476,,,,10.68.227.58,Chrome/macOS,SES-009606,success,,2347
LOG-0081854,2018-01-01T16:45:00Z,USR-0083,admin,CANCEL,purchase_order,PO-139052,,,,10.192.203.201,Edge/Windows,SES-009138,success,,393
LOG-0081855,2022-05-19T16:48:00Z,USR-0006,admin,UPDATE,purchase_order,PO-126133,status,pending,,10.199.28.5,Safari/macOS,SES-000844,success,,468
LOG-0081856,2017-06-30T03:11:00Z,USR-0011,procurement_manager,CREATE,purchase_order,PO-102291,,,,10.100.73.211,Chrome/macOS,SES-020296,success,,578
LOG-0081857,2018-02-09T05:42:00Z,USR-0067,viewer,APPROVE,purchase_order,PO-105234,total_usd,,approved,10.15.3.65,Edge/Windows,SES-005913,success,,1411
LOG-0081858,2020-12-28T04:38:00Z,USR-0003,analyst,UPDATE,purchase_order,PO-109506,payment_terms,pending,,10.184.170.55,Safari/macOS,SES-005411,success,,689
LOG-0081859,2021-01-28T23:22:00Z,USR-0048,analyst,CREATE,purchase_order,PO-131060,,,,10.25.3.139,Safari/macOS,SES-002025,success,,814
